Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
c729d477-421d-4167-a946-ca33895605e8,1916-02-21,1962-06-11,999-22-6013,S99931994,X12455283X,Mrs.,Svetlana462,Stehr398,,Considine820,M,white,irish,F,Haverhill  Massachusetts  US,240 Friesen Well,Brewster,Massachusetts,Barnstable County,02631,41.82472255572818,-70.01448277271767,995633.05,9595.719999999998
8cb0d869-9bd8-489b-a1ea-12898c4aab1e,2014-12-24,,999-93-1705,,,,Vernie449,Bechtelar572,,,,white,german,F,Cambridge  Massachusetts  US,360 Casper Bypass,Duxbury,Massachusetts,Plymouth County,02332,42.07629450183642,-70.7025344041465,111159.69,2211.5199999999995
acc73077-0705-42fc-8602-f2408083b32e,1951-01-13,,999-50-8198,S99932325,X37391182X,Mrs.,Brooke250,Mante251,,Koch169,M,white,polish,F,Needham  Massachusetts  US,778 Shanahan Walk Unit 0,Southwick,Massachusetts,Hampden County,,42.13248519414905,-72.72996093835124,1419318.31,8293.32
0f0ad692-94e2-42c9-b46e-7430d51aaa51,1994-08-29,,999-10-6535,S99953960,X80418152X,Mr.,Eusebio566,Pfannerstill264,,,,white,italian,M,Lexington  Massachusetts  US,820 Konopelski Street Suite 6,Malden,Massachusetts,Middlesex County,02148,42.43397918204673,-71.09039547395723,634437.36,3306.3999999999996
6e4e4311-55f3-4c2d-8576-d4cb63f121b6,2015-01-21,,999-37-6087,,,,Claudia969,González124,,,,black,west_indian,F,Port-au-Prince  Haiti  HT,110 Herman Grove,Norwood,Massachusetts,Norfolk County,02062,42.23317092172469,-71.16415072114067,97334.94,1728.2399999999998
01711004-06ee-4086-9ca3-1b0ffaf2e00a,1927-08-11,2013-02-22,999-12-9680,S99956704,X78825757X,Mrs.,Nicolasa738,Reynolds644,,Gleichner915,M,white,irish,F,Pittsfield  Massachusetts  US,548 O'Conner Grove,Mansfield,Massachusetts,Bristol County,,42.05464685613131,-71.20040420180855,1510750.85,14006.529999999999
53476880-1db0-4263-a803-c515b8cbc48b,1954-09-22,,999-33-4275,S99944455,X44281842X,Mr.,Raúl937,Véliz274,,,M,hispanic,puerto_rican,M,Caguas  Puerto Rico  PR,373 Senger Common,Brockton,Massachusetts,Plymouth County,02301,42.13919359189386,-71.02915367992613,1355842.67,5857.679999999999
563383fc-a421-40ba-93f4-911eb946fd32,1965-02-07,,999-50-6894,S99988821,X69846594X,Ms.,Cammy883,Herzog843,,,S,white,irish,F,Saugus  Massachusetts  US,659 Kohler Street,Bridgewater,Massachusetts,Plymouth County,02324,42.06914583974106,-70.90301052957331,1226155.18,7595.919999999999
2f0644f2-7045-46f7-85fe-f75c9505837e,1967-03-17,,999-24-5033,S99994307,X88669914X,Mr.,Fredrick998,Jakubowski832,,,M,asian,chinese,M,Lawrence  Massachusetts  US,606 O'Connell Boulevard,Worcester,Massachusetts,Worcester County,01545,42.3434363765052,-71.75229178873175,1266489.54,5396.16
cf74b914-0337-46ca-872d-197dc47579fa,1927-08-11,1940-04-04,999-70-6729,,,,Sharri659,Cormier289,,,,white,irish,F,Woburn  Massachusetts  US,136 Ortiz Dale Suite 1,Mansfield,Massachusetts,Bristol County,,42.086299926353455,-71.14699120248345,277536.94,1516.4799999999998
61cc3000-8b3f-423f-be13-68d21f4caa8d,1995-08-26,,999-64-6671,S99989274,X60944955X,Ms.,Theda286,Lemke654,,,,white,polish,F,Lowell  Massachusetts  US,141 West Heights,Greenfield,Massachusetts,Franklin County,01301,42.644300173253626,-72.54916671298524,463915.94,4066.2399999999993
9e89e6a3-e383-47e5-a411-aa9b1f2792aa,2016-03-17,,999-10-9874,,,,Andre610,Grimes165,,,,white,portuguese,F,Funchal  Madeira  PT,220 Osinski Pathway Suite 17,Brockton,Massachusetts,Plymouth County,02301,42.1370270982644,-70.89940876236577,82004.77,1668.24
75cf33f8-a30b-435d-9fcd-63efcd12a6cc,1916-02-21,2000-09-09,999-87-1322,S99970430,X6507825X,Mrs.,Paulina892,O'Conner199,,Lockman863,M,white,irish,F,Quincy  Massachusetts  US,496 Gottlieb Row Suite 12,Brewster,Massachusetts,Barnstable County,02631,41.83884074017375,-70.05641636077561,1476697.68,23066.71
3f222cf6-5261-44c2-8acb-49820691ce66,1967-04-29,,999-53-3748,S99928998,X21887012X,Mrs.,Yolanda648,Casillas702,,Carvajal694,M,hispanic,puerto_rican,F,Caguas  Puerto Rico  PR,842 Mante Bridge,Methuen,Massachusetts,Essex County,01841,42.74171430432071,-71.10089430393815,1139682.12,7510.319999999999
f65448e2-6c0c-4d11-bb1c-45a20ed7dd44,1926-08-21,,999-76-3652,S99932041,X34247998X,Mrs.,Kamilah729,Ebert178,,Bailey598,M,white,irish,F,Sutton  Massachusetts  US,153 Cole Burg Suite 65,Athol,Massachusetts,Worcester County,01331,42.64415875260968,-72.21998019909384,1500900.71,13783.679999999998
10bf8a43-119e-43b7-9988-9e769f2200e6,1963-02-15,,999-49-6448,S99961240,X87992568X,Mr.,Pablo44,Goyette777,,,M,white,german,M,Malden  Massachusetts  US,363 Hegmann Haven,Worcester,Massachusetts,Worcester County,01545,42.34018786595997,-71.74052660349331,1229703.86,7935.139999999999
92e9705f-afb9-4540-853c-8060a622f51a,1927-08-11,2008-02-29,999-47-8638,S99931593,X59845023X,Mrs.,Hildred696,Bergnaum523,,Kuvalis369,M,white,irish,F,North Adams  Massachusetts  US,1024 Ebert Trace,Mansfield,Massachusetts,Bristol County,,42.019382321458295,-71.14738721969557,1531282.9,9181.75
f25def74-1562-49f6-b369-06f903c0ae7a,2008-01-26,,999-66-2274,,,,Karoline975,Feil794,,,,white,russian,F,Worcester  Massachusetts  US,399 Halvorson Way,Newton,Massachusetts,Middlesex County,02458,42.390232268229624,-71.07869084249211,238540.84,2730.68
f00443c8-4444-4ba9-9199-74aa3fd358b0,1968-06-20,,999-68-7460,S99929189,X43816579X,Mr.,Kristofer887,Senger904,,,M,white,irish,M,Boston  Massachusetts  US,1088 Crona Landing,Haverhill,Massachusetts,Essex County,01830,42.8502104253838,-71.08656628002606,1123195.1,11194.519999999997
0f7798a9-31ab-45ac-9e86-5d7eb152063b,1982-11-27,,999-73-9196,S99984429,X49035547X,Mrs.,Walter473,Haley279,,Christiansen251,M,white,irish,F,Newburyport  Massachusetts  US,801 Kemmer Knoll Suite 86,Carver,Massachusetts,Plymouth County,,41.96528809461151,-70.69682243600425,121909.67,26430.299999999996
b3e1def9-d4cf-4c54-a15a-38e936f06235,1917-08-06,1990-04-15,999-85-5791,S99923494,X4241211X,Mr.,Billie243,Buckridge80,,,M,white,english,M,Boston  Massachusetts  US,597 Jakubowski Center,Boston,Massachusetts,Suffolk County,02108,42.42252089246326,-70.96340837467193,1757572.17,346543.30000000016
f9ebbf90-b9a9-4753-a84c-8661b67db9a2,1959-08-11,,999-63-2442,S99989710,X36941879X,Mr.,Rigoberto443,Roberts511,JD,,M,white,irish,M,Boston  Massachusetts  US,995 Kulas Loaf Unit 62,Swansea,Massachusetts,Bristol County,,41.768783731872766,-71.19998313525045,1603252.02,4238.84
5e82f4d8-c23f-4e6d-bfa2-ba82724437f8,1993-03-24,,999-63-6933,S99986780,X2679021X,Mr.,Harold594,Hilll811,,,,white,french,M,Taunton  Massachusetts  US,1063 Raynor Harbor,Malden,Massachusetts,Middlesex County,02148,42.44944825168128,-71.08877339525417,643329.23,6038.5999999999985
2e36ee7c-1795-4217-b0f3-05683f6a8e1a,1916-02-21,2009-09-02,999-84-7460,S99954352,X66501982X,Mrs.,Ashley34,Fahey393,,Hauck852,M,white,irish,F,Chicopee  Massachusetts  US,546 Ratke Camp,Brewster,Massachusetts,Barnstable County,02631,41.79914379931099,-70.03865496404345,1507733.47,14652.909999999998
d4f5e78b-8fd3-443b-925d-8da28cd48546,1976-01-25,,999-79-2489,S99943795,X67596015X,Mrs.,Corina534,Kilback373,,Leffler128,M,black,west_indian,F,Santiago de los Caballeros  Santiago  DO,357 Schowalter Passage,Boston,Massachusetts,Suffolk County,02108,42.42526915704783,-71.09890397826979,898619.17,6754.729999999999
e2ce8626-dd11-4aed-b850-6158395fca43,2018-11-22,,999-45-4569,,,,Carmelo33,Volkman526,,,,white,french,M,Lynnfield  Massachusetts  US,402 Reynolds Neck,Walpole,Massachusetts,Norfolk County,02081,42.16472224572871,-71.23572565079117,22065.0,709.9599999999999
68152059-aa58-484e-8b47-e5bc48cfac31,1937-08-22,,999-63-7468,S99932868,X77142775X,Mrs.,Lilian665,Predovic534,,Koch169,M,white,french,F,Arlington  Massachusetts  US,473 Bailey Promenade Unit 1,Bourne,Massachusetts,Barnstable County,02532,41.772126750190914,-70.59389619841969,1498682.76,19807.17
2b89462b-7059-4b36-ac52-2b343813872d,1996-01-25,,999-91-5856,S99998867,X67299524X,Ms.,Chandra831,Keeling57,,,,white,swedish,F,Haverhill  Massachusetts  US,773 Walsh Dale Unit 96,Norton,Massachusetts,Bristol County,,41.972237476607205,-71.1049295754543,515220.89,4859.74
8e9f637d-e5fb-4b57-9c46-8e1ef1de1dbf,2008-03-12,,999-15-4354,,,,Arnold338,Kuhn96,,,,white,english,M,Lenox  Massachusetts  US,357 Lockman Lane,Chatham,Massachusetts,Barnstable County,02633,41.73259829282148,-69.88794251995829,308690.06,2583.2
c612292e-b30f-401c-8b2f-3c78705103b3,1927-08-11,2013-04-18,999-94-4510,S99975536,X64632177X,Mrs.,Roma9,Dach178,,Cummerata161,M,white,irish,F,Quincy  Massachusetts  US,977 Doyle Arcade,Mansfield,Massachusetts,Bristol County,,42.04747658625311,-71.12778406938305,1466580.73,21664.239999999998
f8a08399-365a-4fa8-913d-0945b2c58dfb,1988-11-09,,999-64-2111,S99947735,X75431590X,Mrs.,Kallie862,Hahn503,,Langosh790,M,white,greek,F,Lawrence  Massachusetts  US,531 Feeney Terrace Suite 12,Stoneham,Massachusetts,Middlesex County,02180,42.54736215958709,-71.08990002000644,610610.88,7571.559999999999
f1f525fc-f99a-4d1a-9f89-27a8cd80a94a,2004-08-31,,999-15-4086,,,,Joetta231,Adams676,,,,white,italian,F,Quincy  Massachusetts  US,320 Haag Approach Apt 48,Templeton,Massachusetts,Worcester County,,42.61070098334536,-72.00782117246386,308844.73,2509.0
751ba62c-cc9e-479b-b5d6-aace0f60f92d,1994-05-01,,999-59-5139,S99974553,X9337989X,Ms.,Verlene883,Paucek755,,,,native,american_indian,F,Attleboro  Massachusetts  US,726 Dickinson Estate,Boston,Massachusetts,Suffolk County,02108,42.33971820933618,-71.06076348875851,591174.9,8745.759999999998
b9efa2b1-b949-4f24-8598-d0a0218b5e18,1916-02-21,1999-04-11,999-94-6025,S99990670,X78284172X,Mrs.,Rochell365,Hirthe744,,Schultz619,M,white,irish,F,Newton  Massachusetts  US,294 Erdman Extension Apt 49,Brewster,Massachusetts,Barnstable County,02631,41.78784535709611,-69.9820265964341,1341601.17,21080.069999999996
9c9bb151-29ea-48fe-b75f-63b2bfb8ad94,1978-02-03,,999-11-3750,S99961982,X76176002X,Mr.,Asa127,Flatley871,,,M,white,italian,M,Worcester  Massachusetts  US,260 Lemke Ramp Suite 74,Berkley,Massachusetts,Bristol County,,41.90456210816187,-70.98420280778998,953062.75,3071.3599999999997
9d888165-0c0d-48e9-a390-48ef1db97fcc,1917-08-06,1964-09-14,999-90-9971,S99994587,X64052739X,Mr.,Bruce167,Jones311,,,M,white,english,M,Foxborough  Massachusetts  US,170 Feest Frontage road Suite 72,Boston,Massachusetts,Suffolk County,02108,42.36599409370478,-70.9695599897755,1028128.42,6661.6799999999985
398877b6-38c1-41c1-ac02-5a889b1b217b,2006-08-22,,999-83-2525,,,,Cheree978,Abshire638,,,,white,italian,F,Framingham  Massachusetts  US,386 Homenick Bypass Unit 70,Sutton,Massachusetts,Worcester County,,42.15010763688524,-71.74439441277345,332874.93,3542.2799999999997
7a673feb-b029-418e-97a3-c9fae3c5b3db,1950-02-07,,999-29-9254,S99936732,X39621942X,Mr.,Jeremy766,Murazik203,,,M,white,american,M,Fall River  Massachusetts  US,1098 Oberbrunner Common,Brockton,Massachusetts,Plymouth County,02301,42.16665162174471,-70.97322912333188,36183.729999999996,2342.2
9f159494-75d7-4c81-9cf5-0ccedf63653c,2002-04-15,,999-20-9734,S99915388,,,Kevin729,Trantow673,,,,white,german,M,Chicopee  Massachusetts  US,506 Carroll Approach Unit 17,Hudson,Massachusetts,Middlesex County,01749,42.39703229936634,-71.49435787620726,421880.39,3604.72
4c00db79-84b6-4915-aaf7-b4fbdc164858,2002-06-10,,999-23-5431,S99996803,,,Kerri159,Reilly981,,,,white,irish,F,Winthrop  Massachusetts  US,822 Pollich Underpass Suite 90,Rochester,Massachusetts,Plymouth County,,41.84409613737752,-70.7793504226404,468627.98,2698.16
e8c8a079-22b1-4da4-b740-c29c89c0a235,1994-07-03,,999-81-1508,S99938000,X786501X,Ms.,Hayley136,Armstrong51,,,,white,italian,F,Naples  Campania  IT,492 Lindgren Trailer Suite 26,Winthrop,Massachusetts,Suffolk County,02128,42.430223618851834,-70.96870676573589,150658.42,2580.5999999999995
4e6b6db6-53dd-4908-afdc-d1ef6f923f50,2016-08-26,,999-75-5933,,,,Quinn173,Moen819,,,,asian,chinese,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,907 Torp Bypass,Framingham,Massachusetts,Middlesex County,01701,42.321912392624675,-71.41300391685569,78000.0,1766.56
8c631443-8b36-4660-ac2c-6d2862ea6d82,2010-03-01,,999-12-8373,,,,Miguel Ángel46,Vallejo39,,,,black,west_indian,M,Santo Domingo  National District  DO,528 Adams Rest,Chelmsford,Massachusetts,Middlesex County,,42.671541824503336,-71.2786885338171,219162.91999999998,2738.9999999999995
c335e2b9-8f41-4063-b563-064fd2f9c40d,1964-03-19,,999-99-7420,S99988008,X16237640X,Mrs.,Daphne852,Sanford861,,Reinger292,M,white,portuguese,F,Braga  Minho  PT,785 Conn Lodge,Barnstable,Massachusetts,Barnstable County,02601,41.75313416033978,-70.16192969814075,176500.55,15017.31
e1288217-b7d3-4e8a-a953-863b5cd584c6,1917-08-06,1981-10-26,999-64-2303,S99955689,X82519936X,Mr.,Ali918,Emard19,,,M,white,english,M,Duxbury  Massachusetts  US,949 Jast Street,Boston,Massachusetts,Suffolk County,02108,42.40851286691169,-71.10603366307292,1550914.15,5838.5599999999995
b8707729-bc9e-4f9e-8999-a64161fdd233,2006-07-03,,999-30-7137,,,,Jill895,Marquardt819,,,,white,scottish,F,New Bedford  Massachusetts  US,829 Gottlieb Avenue Apt 4,Malden,Massachusetts,Middlesex County,02148,42.48470661359012,-70.98109021529834,303094.65,3373.96
b7339c1a-4629-4797-81ab-3750720a690f,1988-12-09,,999-88-6557,S99985650,X82632495X,Mr.,Eugene421,O'Reilly797,,,M,white,german,M,Boston  Massachusetts  US,985 Bayer Gate,Pittsfield,Massachusetts,Berkshire County,01201,42.54481831870023,-73.25013747161267,817203.76,2628.96
18674d3c-26bd-46a8-b112-a3870e24392b,1976-08-20,,999-17-7729,S99965203,X51410646X,Mrs.,Lenore883,Larson43,,Goldner995,M,white,irish,F,Chicopee  Massachusetts  US,673 Harris Parade Apt 72,South Hadley,Massachusetts,Hampshire County,,42.29623968701168,-72.54354900315185,913489.38,7080.919999999998
ec1469c4-6cf8-49c8-a675-233f8770728f,1966-10-18,,999-55-3574,S99912498,X12723717X,Mrs.,Mora209,Stokes453,,Mills423,M,white,italian,F,Fall River  Massachusetts  US,150 Hessel Viaduct,Amherst,Massachusetts,Hampshire County,,42.432303716145555,-72.45877226862926,1211326.89,4586.24
ddd3b584-f0e6-4e6f-9700-0502ea9261c5,1936-03-12,1989-06-07,999-30-4203,S99926779,X89136170X,Mr.,Zackary401,Nader710,PhD,,S,white,portuguese,M,Faro  Algarve  PT,219 Haley Annex Unit 81,Cambridge,Massachusetts,Middlesex County,02138,42.46409162663086,-71.04335799934717,1165959.25,249595.72000000003
dc35d893-b045-447a-b4be-ae77b0f7de22,2010-11-08,,999-16-6085,,,,Fabian647,Reilly981,,,,white,irish,M,Lowell  Massachusetts  US,802 Barrows Knoll,Methuen,Massachusetts,Essex County,01841,42.75832465328314,-71.16335555347462,225578.02,3025.64
652b02fa-346f-473e-97b0-9124fde647dc,1975-10-03,,999-22-3258,S99957163,X61022598X,Mr.,Scot349,Hermann103,,,M,white,french,M,West Brookfield  Massachusetts  US,994 Grady Station Apt 64,Hingham,Massachusetts,Plymouth County,02043,42.31797424808136,-70.80626721779171,1006503.45,3130.52
62db6144-c0a8-46cc-ad05-99aa5249e0d9,1917-08-06,1979-10-15,999-94-5937,S99942570,X33790362X,Mr.,Perry780,Wilkinson796,,,M,white,english,M,Wayland  Massachusetts  US,225 Walter Parade Unit 10,Boston,Massachusetts,Suffolk County,02108,42.373868642981044,-71.0848426843866,1353073.99,7986.12
2f8c3126-a704-45bb-af38-74a7b272ab5d,1981-03-31,,999-52-6508,S99988188,X12998395X,Mrs.,Jayne73,Ratke343,,Heidenreich818,M,black,african,F,Lawrence  Massachusetts  US,465 Walter Green Suite 26,Medway,Massachusetts,Norfolk County,,42.16414959934192,-71.33452249837359,787059.66,8330.32
24b1778f-54bf-4d39-b6b7-6cc780bd3f24,1916-02-21,1986-03-13,999-41-6836,S99935191,X6828852X,Ms.,Aurore252,Shanahan202,,,S,white,irish,F,Shrewsbury  Massachusetts  US,529 Carter Viaduct Apt 89,Brewster,Massachusetts,Barnstable County,02631,41.79623238637146,-69.99006915738504,1333330.23,14962.109999999997
1b0fa3ec-629f-480c-85c4-61c9ec57796c,1954-07-21,,999-14-7444,S99972727,X35826507X,Mrs.,Lajuana164,Brekke496,,Heller342,M,white,french,F,New Bedford  Massachusetts  US,684 Monahan Divide,Chelsea,Massachusetts,Suffolk County,02149,42.46368313357287,-71.00493369844408,1673675.8499999999,14055.949999999993
53b2b186-47c3-4aac-9356-06e3e0bd44f8,1916-02-21,1918-07-09,999-40-7389,,,,Bernetta267,DuBuque211,,,,white,irish,F,Hamilton  Massachusetts  US,436 Cartwright Path,Brewster,Massachusetts,Barnstable County,02631,41.84533284481444,-69.97211097530116,67286.29,667.4399999999999
46e4b560-1f4d-48a2-bf80-e4a0f53b26c4,1983-03-30,,999-77-1335,S99989318,X38957358X,Mr.,Florencio463,Nitzsche158,,,S,white,irish,M,Boston  Massachusetts  US,775 Ryan Manor,Duxbury,Massachusetts,Plymouth County,02332,42.06010210411332,-70.68271923874552,879102.61,3147.2
a7a2abab-d173-408b-9b94-619598735c85,1970-08-06,,999-93-3356,S99932711,X89508038X,Mrs.,Rebecka733,Hauck852,,Carter549,M,asian,asian_indian,F,Salem  Massachusetts  US,656 Howe Wall,Bolton,Massachusetts,Worcester County,,42.5199636547215,-71.5559710892079,1020481.49,8609.929999999998
59b7929e-1676-400d-a9d8-8dbb26c7c554,1917-08-06,1984-01-16,999-36-1690,S99921179,X85331525X,Mr.,Cordell41,Kris249,,,M,white,english,M,Westfield  Massachusetts  US,597 Blick Parade Unit 54,Boston,Massachusetts,Suffolk County,02108,42.37182064468858,-71.01725725288813,1338341.54,3856.16
5e840ba5-a0dc-4b3d-b0e4-41b4bbcdec02,1932-07-07,2010-02-25,999-83-9732,S99928645,X62561001X,Mrs.,Bernice532,Ziemann98,,Wilkinson796,M,white,portuguese,F,Faro  Algarve  PT,426 Blanda Rapid,Springfield,Massachusetts,Hampden County,01013,42.11488091633275,-72.41265162765588,1419107.85,14645.849999999999
2d297e07-d5fa-4ee7-9284-40f8e169e2ac,1936-03-12,2014-03-08,999-71-5647,S99931807,X54572667X,Mr.,Trey250,Lowe577,JD,,S,white,portuguese,M,Funchal  Madeira  PT,461 Ebert Alley Apt 33,Cambridge,Massachusetts,Middlesex County,02138,42.411186607146654,-71.0532151738915,1536806.6500000001,13960.14
f49e08bc-8983-4835-b87f-26adc9ab0e24,1974-10-23,,999-71-9871,S99935048,X14013890X,Ms.,Lucia634,Bahena335,,,S,hispanic,mexican,F,Juarez  Chihuahua  MX,409 O'Hara Road,Boston,Massachusetts,Suffolk County,02108,42.370073817075784,-71.033465150077,228274.48,3189.0399999999995
3bf1dbdb-6332-4bf3-949f-77c9c2c5b9f8,1927-08-11,,999-47-7290,S99925010,X56052036X,Mrs.,Marva153,Murphy561,,Abshire638,M,white,irish,F,Foxborough  Massachusetts  US,335 O'Hara Village Apt 53,Mansfield,Massachusetts,Bristol County,,42.10324197216177,-71.11791493504597,1493067.1199999999,48227.72
50e27582-fa44-4bee-a4f6-d3174738da07,1962-10-04,,999-90-9650,S99927568,X88096067X,Mr.,Horacio317,Magaña874,,,M,black,west_indian,M,Kingston  Kingston  JM,319 Lubowitz Terrace,Stow,Massachusetts,Middlesex County,,42.49016543058301,-71.47535705447956,1309539.76,8864.079999999998
bbcb90a7-6fdf-44b8-90d9-07e436ff7330,1916-02-21,2009-04-06,999-51-4852,S99971539,X5399318X,Mrs.,Casimira119,Grimes165,,Frami345,M,white,irish,F,Stoughton  Massachusetts  US,800 Gerlach Common Apt 42,Brewster,Massachusetts,Barnstable County,02631,41.79276068539741,-69.99547535612064,1607019.02,10735.189999999999
c34a43e6-13b4-4092-97af-dea78efb5efa,1954-03-13,,999-68-8203,S99989422,X12022394X,Mrs.,Lashonda618,Barton704,,Schulist381,M,black,west_indian,F,Kingston  Kingston  JM,574 Jaskolski Mission,Attleboro,Massachusetts,Bristol County,02703,41.95536145562926,-71.2797205425655,207963.02,16212.06
ef29d12a-a4a6-4b49-b100-66efa3a01987,1917-08-06,1997-02-24,999-52-3114,S99949670,X64996430X,Mr.,Leopoldo762,Reynolds644,,,M,white,english,M,Wilmington  Massachusetts  US,612 Gulgowski Green Apt 1,Boston,Massachusetts,Suffolk County,02108,42.42655831356724,-71.03307334758625,1613606.67,9677.14
959b902e-1857-4ca5-bd69-e0ccc9880214,1936-03-12,,999-76-4648,S99948112,X62544712X,Mr.,Antione404,Treutel973,PhD,,M,white,portuguese,M,Braga  Minho  PT,673 Glover Approach,Cambridge,Massachusetts,Middlesex County,02138,42.44777377058891,-71.05955086873556,1702642.69,15618.8
a3c9a579-1a73-42b1-8dd5-98ba2b806f50,2006-05-02,,999-90-6439,,,,Cameron381,Kiehn525,,,,white,polish,M,Gardner  Massachusetts  US,203 Kihn Bridge,New Salem,Massachusetts,Franklin County,,42.47691960915235,-72.30945734765957,306813.93,3196.48
111aefd4-2a1c-4633-85ab-cba42030a687,2010-07-29,,999-62-6178,,,,Elias404,Howe413,,,,hispanic,central_american,M,Boston  Massachusetts  US,601 Gleason Esplanade Apt 53,Dudley,Massachusetts,Worcester County,,42.15335377808534,-71.86613633114602,198926.74,2974.7999999999997
ad380bce-af02-44fe-8b6e-c2a0e9531a75,1963-06-17,,999-85-2563,S99956821,X46146118X,Mr.,Lenny728,Mante251,,,M,white,english,M,Greenfield  Massachusetts  US,271 Swaniawski Junction Unit 35,Everett,Massachusetts,Middlesex County,02148,42.420123702549056,-70.99339580629812,1383108.9,7021.69
f9a0dcc8-535b-4d22-9532-9c6c21b663e2,1967-10-25,,999-83-7786,S99963034,X58509849X,Mr.,Lynwood354,Reynolds644,,,M,white,italian,M,Weymouth  Massachusetts  US,984 Schinner Landing Suite 20,Dudley,Massachusetts,Worcester County,,42.14800596147724,-71.90614990518652,1188015.32,4394.5599999999995
9890ee62-efe6-420d-8ceb-7f54a95ef644,2011-06-19,,999-23-1437,,,,Rebeca548,Russel238,,,,white,portuguese,F,Funchal  Madeira  PT,539 Bechtelar Avenue Suite 38,Dartmouth,Massachusetts,Bristol County,,41.650313222314786,-70.86230932425696,170339.7,2392.3599999999997
caa79c76-699f-4847-a913-3b7d79ddca4d,1973-04-04,,999-55-9849,S99984632,X70175983X,Mrs.,Cathi439,Spinka232,,Kuphal363,M,black,west_indian,F,Kingston  Kingston  JM,816 Hermiston Mill,Acton,Massachusetts,Middlesex County,,42.50867599312142,-71.3396007874108,1163494.95,5380.359999999999
e308a316-c386-41ac-924e-74f933e4c908,2009-12-15,,999-77-3302,,,,Casie505,Ernser583,,,,white,american,F,Franklin  Massachusetts  US,574 Trantow Crossroad,North Andover,Massachusetts,Essex County,,42.69052033335668,-71.01835011853086,29873.87,2739.8399999999997
5862bab6-1216-4971-bad9-51deb15adebb,1997-01-07,,999-94-2154,S99962634,X66378287X,Ms.,Elba502,Kessler503,,,,asian,chinese,F,Beijing  Beijing Municipality  CN,661 Mann Mill Unit 52,Seekonk,Massachusetts,Bristol County,,41.928342124583956,-71.28747072965767,448396.4,5239.519999999999
278091a2-c98a-4324-bbc8-9d032aeddaa4,1917-08-06,1993-10-14,999-89-8020,S99951988,X9410150X,Mr.,Vernon254,Kuphal363,,,M,white,english,M,Lawrence  Massachusetts  US,175 Ebert Mill Unit 20,Boston,Massachusetts,Suffolk County,02108,42.38905189570112,-71.04416612087792,1606841.31,262198.74000000005
2a6ef24b-8454-4b67-afda-1e973ecb42c0,1948-07-19,,999-27-1882,S99928941,X76881304X,Mrs.,Dahlia209,Shields502,,Trantow673,M,white,french,F,Middleborough  Massachusetts  US,106 Quitzon Club,Pittsfield,Massachusetts,Berkshire County,01201,42.467228321160874,-73.25935456511276,1478064.38,12212.519999999999
400e3e4e-4e04-4d6c-b153-0bc2ead58ed6,1916-02-21,2011-08-03,999-26-8680,S99972450,X44033855X,Mrs.,Tamara8,Zieme486,,Lebsack687,M,white,irish,F,Upton  Massachusetts  US,1091 Johnston Frontage road Unit 47,Brewster,Massachusetts,Barnstable County,02631,41.82656724939805,-70.02712794766657,1530919.35,24052.219999999998
906c6639-1b9c-46ee-87ce-f668d42519e2,1951-11-28,,999-27-1517,S99965326,X72664335X,Mr.,Wilbert25,Cole117,,,M,white,irish,M,Orange  Massachusetts  US,187 Casper Lock Unit 55,Freetown,Massachusetts,Bristol County,,41.7903235886732,-70.98213274481395,1735953.5,6459.0199999999995
83a9a02b-5013-4b66-be6f-6515eed1505f,1967-11-12,,999-45-1926,S99986688,X17739823X,Mr.,Diego848,Colón139,,,M,hispanic,puerto_rican,M,Ponce  Puerto Rico  PR,845 Brown Flat Unit 74,Cambridge,Massachusetts,Middlesex County,02138,42.378587212548915,-71.03774931648397,1312161.61,4569.599999999999
eeaa9326-814f-45a1-80e0-01fba747321a,1957-08-14,,999-57-8525,S99914269,X29842088X,Mr.,Kareem959,Brakus656,,,M,white,russian,M,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,151 Blick Lane Apt 32,Lincoln,Massachusetts,Middlesex County,,42.48487233060851,-71.26539290550988,1572197.25,6806.08
2d2b854c-a0d7-4a71-89c8-584a308e978c,1939-10-02,2011-10-11,999-91-6634,S99940533,X56268636X,Mr.,Simon598,Rutherford999,,,M,white,french_canadian,M,Revere  Massachusetts  US,676 Runolfsson Bay,Salem,Massachusetts,Essex County,01907,42.493588504317465,-70.85444605637505,1669010.76,9766.859999999999
d1dfa113-6f09-4b29-be6f-753b44e54e7d,1912-10-17,1975-09-22,999-79-5659,S99957940,X79912754X,Mr.,Benjamín452,Reyes140,,,M,hispanic,puerto_rican,M,Ponce  Puerto Rico  PR,1089 Abernathy Row,Worcester,Massachusetts,Worcester County,01545,42.30958577452481,-71.72004961375075,1442783.69,4969.44
f29c6b62-6d1a-4dae-b2c1-e5aef842da52,1985-11-27,,999-87-7094,S99911779,X77337269X,Mr.,Rich940,Hackett68,,,M,white,portuguese,M,Boston  Massachusetts  US,489 Rutherford Lane,Stoughton,Massachusetts,Norfolk County,,42.16787975439586,-71.04815943688402,735135.49,3539.2699999999995
